,age,occupation_level,education_num,familiarity_FB,view_FB,interested_insurance,years_with_employer,hours_per_week,sex,demographic_characteristic,yearly_salary_estimate,capital_estimate,capital_evaluation,hours_band,marital_status_Divorced,marital_status_Married-AF-spouse,marital_status_Married-civ-spouse,marital_status_Married-spouse-absent,marital_status_Never-married,marital_status_Separated,marital_status_Widowed,workclass_?,workclass_Federal-gov,workclass_Local-gov,workclass_Private,workclass_Self-emp-inc,workclass_Self-emp-not-inc,workclass_State-gov,workclass_Without-pay
2110,37,7,17,8,6,1,3,40,0,82521,23955.0,1,15024,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2533,28,7,8,3,5,0,6,40,1,270366,22296.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1642,37,1,12,6,3,1,4,35,1,118909,14034.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1538,39,8,13,4,4,0,1,40,1,19914,26075.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2098,36,12,18,2,9,0,3,40,0,116358,42548.33,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1121,37,5,13,9,5,0,4,40,0,136137,18320.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1383,17,5,8,1,5,0,1,24,0,130806,15442.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1391,18,6,10,2,8,0,0,6,0,208447,19192.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
807,53,6,13,3,9,1,13,40,0,68898,21254.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
327,65,6,9,8,2,0,11,40,0,161400,20719.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
332,62,10,18,3,9,0,10,40,0,270092,25302.72,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1715,45,12,18,4,7,1,6,45,1,339681,45239.5,1,1506,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1420,20,2,13,3,9,0,1,50,0,206671,16390.0,1,1055,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2306,19,7,8,5,7,1,1,40,1,446219,18281.85,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
494,34,5,12,10,3,1,0,32,1,148291,19929.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
388,36,3,18,2,1,1,2,40,0,255191,17605.59,1,-1408,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
195,35,2,13,9,4,1,3,40,1,153790,17257.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1067,28,13,17,5,7,0,3,40,0,444304,50088.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2241,31,13,17,4,6,1,2,60,0,161745,47235.0,1,-1980,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
131,45,16,14,8,8,0,18,40,1,196584,75589.0,1,-1564,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1892,58,11,12,3,5,1,7,40,0,160586,31777.5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1426,19,7,9,8,6,0,1,60,0,176570,18850.0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2040,47,8,16,9,4,1,2,35,1,275361,21004.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2350,54,6,12,8,5,1,2,45,0,182854,21770.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1155,26,1,4,1,8,0,1,50,0,280093,14751.48,1,-1628,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1235,37,3,12,10,9,1,3,60,0,137314,20103.24,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
456,34,6,13,9,7,1,5,50,0,337587,18479.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
744,26,3,13,7,9,1,1,40,0,280093,13757.64,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
879,51,8,13,8,3,1,8,40,1,122159,20563.68,1,3325,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
416,54,2,12,2,5,0,7,40,0,288825,20973.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1727,25,13,17,3,1,0,2,35,0,125863,42616.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1415,40,16,13,8,4,1,11,45,0,103395,69251.83,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1069,49,10,17,9,3,0,7,40,1,116892,34424.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
657,56,1,12,3,9,0,2,20,1,156052,17652.96,1,594,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
331,36,11,8,4,4,0,2,24,1,348022,44296.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
620,25,4,16,5,2,0,2,45,0,202480,14678.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2361,27,2,9,2,8,1,6,40,0,229125,19847.61,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1883,61,8,18,4,8,0,15,4,0,115023,19012.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1250,40,11,12,7,9,1,1,40,1,260696,39210.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
126,20,4,13,2,6,0,2,20,0,34310,15927.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
570,47,10,4,8,4,0,3,50,0,248145,29045.0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
431,28,5,17,2,7,0,2,20,0,70100,20509.32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2268,21,2,13,3,6,0,2,25,1,294789,18743.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1150,50,10,12,3,8,1,16,40,0,421132,25302.72,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1388,23,10,17,4,1,1,1,30,0,315877,32470.44,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
559,38,6,12,2,4,1,14,64,0,267556,19727.64,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
673,39,8,12,9,3,0,7,40,0,48093,26609.65,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
671,58,4,8,8,6,0,26,40,0,87510,18662.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2070,64,10,12,4,9,0,20,38,1,201293,28498.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2174,55,13,20,7,7,1,7,35,0,124137,36728.0,1,-2415,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
60,36,4,12,6,9,0,6,40,0,155537,18742.5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2393,34,8,12,8,3,0,4,40,0,509364,19962.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
217,28,6,20,6,8,0,5,55,0,76714,18846.52,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2235,50,12,17,3,3,1,1,40,0,88842,43927.92,1,7298,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
892,38,7,12,9,3,0,14,40,1,343642,23274.72,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
734,29,8,14,6,1,0,3,40,0,154411,22903.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2550,28,5,9,1,1,1,4,58,1,157813,16973.0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
502,45,5,5,3,5,0,2,40,1,433665,18631.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2439,62,15,20,9,3,0,2,30,0,160143,68204.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
389,47,12,18,10,2,1,15,40,0,287480,39207.72,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2175,20,9,13,5,1,0,2,36,0,287681,26757.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1370,30,2,16,6,2,0,2,40,1,197058,15362.53,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1319,58,5,14,9,1,0,23,40,0,255822,16804.2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1933,66,8,9,3,7,0,6,40,0,117778,18757.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
257,24,6,13,10,3,0,4,48,1,279472,16301.57,1,7298,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2123,33,4,14,5,9,1,7,45,0,107248,20481.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
768,43,7,12,3,6,0,13,40,0,191547,27405.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
933,64,4,16,5,4,1,12,20,1,196288,22920.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2640,49,8,18,9,6,1,2,50,1,288548,25635.0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
293,22,8,4,5,2,0,1,40,1,399087,26755.5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2491,55,3,12,2,5,1,17,40,1,92215,15873.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2653,36,8,17,5,7,0,3,45,0,131239,26909.0,1,3103,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1135,20,1,13,7,7,0,0,40,1,232577,13398.6,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1501,24,2,13,8,7,1,1,40,0,38455,15522.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2025,29,12,18,5,4,1,0,40,0,241431,37991.76,1,7298,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
805,37,8,13,6,3,1,8,52,0,211154,23290.5,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2336,31,4,12,6,7,1,2,40,0,116677,21193.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1116,28,4,13,7,1,0,1,40,0,218555,23643.5,1,-1762,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2598,24,4,13,9,8,0,1,40,1,155818,14323.38,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1755,40,8,18,2,5,1,6,40,0,102606,26931.96,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2213,39,5,12,9,9,1,2,54,1,237532,25157.5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1241,40,13,5,6,5,0,1,40,0,289403,47054.0,1,-1887,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1111,49,8,12,2,5,1,2,40,0,148995,24778.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
406,20,5,12,8,7,1,0,40,0,146538,16617.12,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
614,41,12,18,2,2,1,4,35,0,195124,39906.6,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1395,42,7,12,4,6,1,0,40,1,141459,21828.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
755,43,3,13,1,6,1,0,40,0,102895,14720.64,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2275,63,6,14,5,8,1,12,8,1,158609,22761.12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1537,31,5,12,1,1,1,6,40,0,148600,20977.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
334,22,8,12,6,9,0,3,55,0,410439,23962.5,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1352,44,7,17,2,8,0,4,40,0,123983,18836.1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1939,21,10,13,7,8,1,1,37,1,60639,26525.18,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
866,25,1,13,1,1,0,3,40,1,178326,13594.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
513,26,5,13,7,8,1,1,45,0,86646,21801.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
660,55,6,12,9,2,0,14,72,0,200939,22959.48,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1668,25,5,17,9,8,0,2,40,1,190057,20921.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1692,24,11,12,1,3,1,5,40,0,282202,37432.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2353,40,2,13,2,4,0,1,20,1,70645,18426.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1081,37,4,13,5,3,1,5,62,0,203070,21180.83,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1016,20,4,13,1,2,0,1,45,0,230891,19481.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2689,35,7,12,6,3,1,11,43,0,181382,23339.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1153,39,4,12,8,3,0,1,65,0,278403,19229.23,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1556,27,7,14,7,7,0,2,50,0,377680,18318.0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1866,51,10,12,2,7,1,9,38,1,161482,33996.12,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1583,41,10,17,2,1,1,1,40,1,165309,24447.4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,47,8,12,9,4,0,8,60,0,109832,26167.8,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
149,44,7,18,2,6,1,10,40,1,78374,18132.21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2007,38,14,20,9,6,1,17,50,0,338320,61497.0,1,-1977,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1417,23,4,17,8,1,0,0,40,1,121471,20912.31,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
966,41,14,13,7,5,1,2,40,0,195258,60735.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
80,33,8,18,3,10,1,2,50,0,202051,27326.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1762,64,5,12,6,1,0,1,38,1,170483,20584.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
523,57,11,17,6,8,1,1,80,0,103948,31473.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2481,40,12,12,1,7,1,8,60,0,174395,51271.5,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2329,24,12,12,2,8,1,3,45,1,161708,48945.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1028,51,5,12,10,8,0,11,54,0,302847,16568.01,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
14,40,10,14,8,5,0,4,40,0,121772,29649.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
520,29,11,13,9,7,1,2,60,0,34292,30584.16,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1457,40,6,16,4,4,0,15,40,0,345969,20243.16,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
646,20,12,13,9,2,0,0,20,1,299047,37264.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1171,20,7,13,1,7,0,2,25,1,244689,27141.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1475,36,3,6,7,3,0,1,30,0,136028,20137.68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
285,41,10,13,9,2,0,2,54,0,34987,26425.44,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
432,41,8,12,3,6,0,6,40,1,193626,22602.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1001,35,3,12,1,2,1,13,50,0,89508,16028.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2585,46,10,12,7,9,1,12,40,0,271828,34168.8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1199,47,3,13,8,4,1,1,40,0,46857,17455.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
792,37,8,17,1,8,0,5,50,0,183800,27631.59,1,7688,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1000,20,3,14,3,9,0,1,40,1,117606,17798.88,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2206,26,1,16,7,9,1,1,40,0,284343,15281.71,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1717,26,4,8,2,7,1,1,35,0,91683,15034.8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1055,40,14,17,4,1,0,7,45,1,216237,46108.92,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1384,56,8,5,5,8,0,3,40,1,117148,23921.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1831,50,9,8,7,4,1,22,38,0,176924,26577.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1768,21,7,13,6,5,1,1,30,0,260847,25487.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1530,32,1,5,4,4,0,10,40,1,158784,14840.09,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
482,32,11,12,9,6,1,4,45,1,84179,33481.5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2556,29,11,13,7,1,1,5,25,1,277788,35917.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2446,47,6,12,9,7,0,5,40,0,189123,19966.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
907,51,11,12,2,6,0,27,32,1,191965,34831.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1597,43,8,13,3,7,1,1,40,0,193882,18691.67,1,7688,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
825,22,3,13,4,3,1,0,42,1,91842,15494.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
853,25,5,13,6,7,0,1,45,0,150062,17384.28,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
725,43,3,13,8,6,1,1,45,0,94113,20619.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2423,20,11,12,7,7,0,1,40,0,224059,37102.68,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1880,49,15,13,1,8,0,4,40,0,168211,61585.68,1,-1485,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
138,47,4,13,4,9,0,7,38,1,186009,21267.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2422,19,2,13,2,7,1,0,50,0,280071,15205.0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
919,20,1,16,5,3,0,2,20,0,223515,13350.0,1,-1719,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2464,48,6,12,8,10,1,21,50,0,121124,21393.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1092,36,8,17,6,7,1,4,60,0,354078,19690.15,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2522,35,3,12,3,5,0,7,40,0,140752,17077.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2154,57,7,17,5,5,0,14,40,0,346963,20977.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
120,28,3,16,6,1,1,2,60,1,69621,20447.0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
593,27,10,13,1,7,0,3,40,0,111900,26454.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
507,17,1,9,8,4,0,0,12,0,242718,17831.36,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
132,70,5,13,9,1,0,41,40,0,105376,18994.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
187,51,12,17,9,6,1,15,50,0,259323,41050.86,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
638,22,5,13,7,4,0,0,15,1,214399,21915.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2641,40,2,13,9,5,0,7,40,1,220609,14920.8,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1774,26,14,18,2,2,1,0,40,0,122999,59756.76,1,8614,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1611,45,11,18,2,8,0,4,40,1,166107,36246.72,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2575,65,9,12,5,8,1,38,40,1,327154,23607.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1789,19,5,12,8,9,0,1,45,1,365640,20939.76,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
387,25,15,12,4,8,1,1,60,0,133373,64407.5,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1956,54,12,17,3,3,1,4,45,0,179704,43813.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
910,41,2,13,7,1,1,12,50,0,198316,15238.0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
641,41,13,12,8,2,1,7,60,0,125831,49046.0,1,-2051,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2487,20,3,13,2,1,1,1,50,1,64292,15065.0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2261,52,10,14,7,7,0,1,35,1,198824,33536.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1539,42,6,17,4,2,1,21,40,1,190767,24268.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
712,46,10,18,7,2,0,2,35,0,90758,30311.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2399,78,6,17,2,10,0,8,15,0,136198,19727.64,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1332,27,7,12,9,9,1,5,40,0,23940,20487.5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
693,36,11,13,3,1,0,4,40,1,51838,27423.72,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1643,19,6,13,10,5,0,1,30,1,286469,17269.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
168,43,8,13,2,2,0,13,40,1,114580,28266.5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1110,54,16,20,7,8,1,2,60,0,166459,75138.43,1,7492,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
484,35,8,13,10,8,1,1,40,0,233327,21362.5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1994,31,8,9,1,5,0,7,40,0,257644,18734.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
719,50,6,18,1,2,1,2,40,0,23780,25227.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2380,41,7,12,8,8,0,8,40,1,176069,23763.96,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
52,43,10,13,2,3,1,19,40,0,237993,25735.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2142,27,8,5,9,2,0,1,45,0,200500,27395.04,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
703,18,5,10,1,7,0,2,30,0,231193,22272.12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1154,46,10,18,5,4,1,15,35,0,279661,34910.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
64,19,2,13,6,9,0,0,32,0,101509,19764.19,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2042,17,3,8,7,5,0,0,10,1,329783,16698.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
955,38,10,12,4,5,1,3,40,0,132879,28066.0,1,-1902,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
462,50,9,12,3,5,0,3,50,0,196232,21540.08,1,7688,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1838,53,9,17,3,3,0,5,70,0,274528,21994.0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
751,17,2,9,1,3,0,0,20,0,198124,16279.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2565,29,6,12,8,5,1,2,40,0,227890,18379.44,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
413,38,6,13,9,8,0,1,50,0,351299,15943.89,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
645,44,9,12,8,1,0,1,40,1,111502,28189.49,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1065,48,13,13,3,7,1,10,40,0,182862,37181.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
688,37,14,4,8,3,0,7,32,0,327323,68755.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2599,30,7,18,10,3,0,9,40,1,131776,21779.92,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
306,47,5,14,5,9,0,10,40,0,178686,19220.5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1946,32,2,14,4,4,1,1,50,0,197867,19961.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1268,41,9,9,5,4,0,6,40,0,184102,26475.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
765,59,3,12,2,4,1,5,40,0,142182,21803.5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
900,51,14,12,5,1,0,10,40,1,220537,49885.99,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
771,33,8,12,10,6,0,3,40,0,80945,20888.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2463,40,10,13,3,1,1,2,40,0,225978,30732.5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2015,20,6,13,9,6,0,0,40,0,236769,18000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
895,58,5,17,10,9,0,16,40,0,356067,16598.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
250,17,10,6,8,4,1,1,24,0,191260,23057.52,1,1055,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
517,27,11,12,9,1,0,4,40,0,181659,29069.76,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
273,65,6,12,9,1,1,10,16,0,111095,21769.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
144,71,1,13,10,2,0,1,2,0,494223,18060.0,1,-1816,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1144,21,6,13,7,6,0,1,10,0,164019,18781.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
